cust_id,txn_date_time,product_id,purchased_qty,product_unit_price,order_value
cust125567,2018.05.20 AD at 18:20:49 IST,toor daal,24,10,60
cust125567,2018.05.20 AD at 18:20:49 IST,malka daal,11,10,70
cust125567,2018.05.20 AD at 18:20:49 IST,urad daal,1,10,80
cust125567,2018.05.20 AD at 18:20:49 IST,rice,2,10,90
cust125567,2018.05.20 AD at 18:20:49 IST,paneer,15,10,100
cust125567,2018.05.20 AD at 18:20:49 IST,sugar,26,10,110
cust125567,2018.05.20 AD at 18:20:49 IST,tea leafs,6,10,120
cust125567,2018.05.20 AD at 18:20:49 IST,coffee,6,10,130
cust125567,2018.05.20 AD at 18:20:49 IST,lizzat papad,24,10,140
cust125567,2018.05.20 AD at 18:20:49 IST,maida,16,10,150
cust125567,2018.05.20 AD at 18:20:49 IST,rawa,13,10,160
cust125567,2018.05.20 AD at 18:20:49 IST,curd,13,10,170
cust125567,2018.05.20 AD at 18:20:49 IST,musturd oil,2,10,10
cust125567,2018.05.20 AD at 18:20:49 IST,ghee,12,10,20
cust125567,2018.05.20 AD at 18:20:49 IST,red chilli,16,10,10
cust125567,2018.05.20 AD at 18:20:49 IST,salt,27,10,20
cust125567,2018.05.20 AD at 18:20:49 IST,jeera,7,10,30
cust125567,2018.05.20 AD at 18:20:49 IST,garam masala,27,10,40
cust125567,2018.05.20 AD at 18:20:49 IST,jeera powder,8,10,50
cust125567,2018.05.20 AD at 18:20:49 IST,coriander powder,18,10,60
cust125567,2018.05.20 AD at 18:20:49 IST,glass,26,10,10
cust125567,2018.05.20 AD at 18:20:49 IST,cup,20,10,20
cust125567,2018.05.20 AD at 18:20:49 IST,plate,12,10,30
cust125567,2018.05.20 AD at 18:20:49 IST,spoons,12,10,40
cust125567,2018.05.20 AD at 18:20:49 IST,face cream,23,10,10
cust125567,2018.05.20 AD at 18:20:49 IST,face pack,21,10,20
cust125567,2018.05.20 AD at 18:20:49 IST,multani mitti,20,10,30
cust125567,2018.05.20 AD at 18:20:49 IST,soap,27,10,40
cust125567,2018.05.20 AD at 18:20:49 IST,green chilli,11,10,10
cust125567,2018.05.20 AD at 18:20:49 IST,potato raw,23,10,20
cust125567,2018.05.20 AD at 18:20:49 IST,onion raw,10,10,30
cust125567,2018.05.20 AD at 18:20:49 IST,cauli flower,1,10,40
cust126667,2018.05.20 AD at 18:20:49 IST,Amul Butter,19,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,Amul Cheese slices,26,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,wheat atta,24,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,baadam,4,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,kaju,13,12,60
cust126667,2018.05.20 AD at 18:20:49 IST,toor daal,22,12,72
cust126667,2018.05.20 AD at 18:20:49 IST,malka daal,12,12,84
cust126667,2018.05.20 AD at 18:20:49 IST,urad daal,19,12,96
cust126667,2018.05.20 AD at 18:20:49 IST,rice,27,12,108
cust126667,2018.05.20 AD at 18:20:49 IST,paneer,21,12,120
cust126667,2018.05.20 AD at 18:20:49 IST,sugar,2,12,132
cust126667,2018.05.20 AD at 18:20:49 IST,tea leafs,15,12,144
cust126667,2018.05.20 AD at 18:20:49 IST,coffee,27,12,156
cust126667,2018.05.20 AD at 18:20:49 IST,lizzat papad,21,12,168
cust126667,2018.05.20 AD at 18:20:49 IST,maida,26,12,180
cust126667,2018.05.20 AD at 18:20:49 IST,rawa,1,12,192
cust126667,2018.05.20 AD at 18:20:49 IST,curd,17,12,204
cust126667,2018.05.20 AD at 18:20:49 IST,musturd oil,26,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,ghee,22,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,face cream,21,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,face pack,19,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,multani mitti,2,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,soap,27,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,Nest Bread,19,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,coca cola,23,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,pepsi,23,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,soda water,12,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,rasna,4,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,ice,29,12,60
cust126667,2018.05.20 AD at 18:20:49 IST,beer,7,12,72
cust126667,2018.05.20 AD at 18:20:49 IST,Amul Butter,18,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,Amul Cheese slices,17,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,wheat atta,27,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,baadam,16,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,kaju,7,12,60
cust126667,2018.05.20 AD at 18:20:49 IST,toor daal,2,12,72
cust126667,2018.05.20 AD at 18:20:49 IST,malka daal,25,12,84
cust126667,2018.05.20 AD at 18:20:49 IST,urad daal,11,12,96
cust126667,2018.05.20 AD at 18:20:49 IST,rice,12,12,108
cust126667,2018.05.20 AD at 18:20:49 IST,paneer,8,12,120
cust126667,2018.05.20 AD at 18:20:49 IST,sugar,1,12,132
cust126667,2018.05.20 AD at 18:20:49 IST,tea leafs,4,12,144
cust126667,2018.05.20 AD at 18:20:49 IST,coffee,6,12,156
cust126667,2018.05.20 AD at 18:20:49 IST,lizzat papad,10,12,168
cust126667,2018.05.20 AD at 18:20:49 IST,maida,7,12,180
cust126667,2018.05.20 AD at 18:20:49 IST,rawa,13,12,192
cust126667,2018.05.20 AD at 18:20:49 IST,curd,12,12,204
cust126667,2018.05.20 AD at 18:20:49 IST,musturd oil,17,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,ghee,30,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,red chilli,24,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,salt,12,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,jeera,24,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,garam masala,27,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,jeera powder,13,12,60
cust126667,2018.05.20 AD at 18:20:49 IST,coriander powder,9,12,72
cust126667,2018.05.20 AD at 18:20:49 IST,glass,29,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,cup,6,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,plate,30,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,spoons,5,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,face cream,12,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,face pack,15,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,multani mitti,7,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,soap,24,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,Nest Bread,9,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,kurkure,7,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,biscuit,15,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,makhana,21,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,chips,29,12,48
cust126667,2018.05.20 AD at 18:20:49 IST,green chilli,24,12,12
cust126667,2018.05.20 AD at 18:20:49 IST,potato raw,20,12,24
cust126667,2018.05.20 AD at 18:20:49 IST,onion raw,10,12,36
cust126667,2018.05.20 AD at 18:20:49 IST,cauli flower,2,12,48
cust128867,2018.05.20 AD at 18:20:49 IST,coca cola,12,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,pepsi,16,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,soda water,21,16,48
cust128867,2018.05.20 AD at 18:20:49 IST,rasna,13,16,64
cust128867,2018.05.20 AD at 18:20:49 IST,ice,26,16,80
cust128867,2018.05.20 AD at 18:20:49 IST,beer,21,16,96
cust128867,2018.05.20 AD at 18:20:49 IST,Amul Butter,13,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,Amul Cheese slices,3,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,wheat atta,11,16,48
cust128867,2018.05.20 AD at 18:20:49 IST,baadam,3,16,64
cust128867,2018.05.20 AD at 18:20:49 IST,kaju,22,16,80
cust128867,2018.05.20 AD at 18:20:49 IST,toor daal,20,16,96
cust128867,2018.05.20 AD at 18:20:49 IST,malka daal,2,16,112
cust128867,2018.05.20 AD at 18:20:49 IST,urad daal,15,16,128
cust128867,2018.05.20 AD at 18:20:49 IST,rice,23,16,144
cust128867,2018.05.20 AD at 18:20:49 IST,paneer,15,16,160
cust128867,2018.05.20 AD at 18:20:49 IST,sugar,15,16,176
cust128867,2018.05.20 AD at 18:20:49 IST,tea leafs,26,16,192
cust128867,2018.05.20 AD at 18:20:49 IST,coffee,11,16,208
cust128867,2018.05.20 AD at 18:20:49 IST,lizzat papad,1,16,224
cust128867,2018.05.20 AD at 18:20:49 IST,maida,9,16,240
cust128867,2018.05.20 AD at 18:20:49 IST,rawa,11,16,256
cust128867,2018.05.20 AD at 18:20:49 IST,curd,25,16,272
cust128867,2018.05.20 AD at 18:20:49 IST,musturd oil,14,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,ghee,15,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,red chilli,10,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,salt,26,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,jeera,13,16,48
cust128867,2018.05.20 AD at 18:20:49 IST,garam masala,14,16,64
cust128867,2018.05.20 AD at 18:20:49 IST,jeera powder,27,16,80
cust128867,2018.05.20 AD at 18:20:49 IST,coriander powder,25,16,96
cust128867,2018.05.20 AD at 18:20:49 IST,glass,4,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,cup,26,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,plate,1,16,48
cust128867,2018.05.20 AD at 18:20:49 IST,spoons,16,16,64
cust128867,2018.05.20 AD at 18:20:49 IST,face cream,6,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,face pack,25,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,multani mitti,29,16,48
cust128867,2018.05.20 AD at 18:20:49 IST,soap,9,16,64
cust128867,2018.05.20 AD at 18:20:49 IST,Nest Bread,20,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,kurkure,2,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,biscuit,24,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,makhana,4,16,48
cust128867,2018.05.20 AD at 18:20:49 IST,chips,19,16,64
cust128867,2018.05.20 AD at 18:20:49 IST,green chilli,20,16,16
cust128867,2018.05.20 AD at 18:20:49 IST,potato raw,4,16,32
cust128867,2018.05.20 AD at 18:20:49 IST,onion raw,16,16,48
cust128867,2018.05.20 AD at 18:20:49 IST,cauli flower,27,16,64
cust129967,2018.05.20 AD at 18:20:49 IST,Amul Butter,7,18,18
cust129967,2018.05.20 AD at 18:20:49 IST,Amul Cheese slices,22,18,36
cust129967,2018.05.20 AD at 18:20:49 IST,wheat atta,9,18,54
cust129967,2018.05.20 AD at 18:20:49 IST,baadam,22,18,72
cust129967,2018.05.20 AD at 18:20:49 IST,kaju,16,18,90
cust129967,2018.05.20 AD at 18:20:49 IST,toor daal,26,18,108
cust129967,2018.05.20 AD at 18:20:49 IST,malka daal,6,18,126
cust129967,2018.05.20 AD at 18:20:49 IST,urad daal,19,18,144
cust129967,2018.05.20 AD at 18:20:49 IST,rice,10,18,162
cust129967,2018.05.20 AD at 18:20:49 IST,paneer,18,18,180
cust129967,2018.05.20 AD at 18:20:49 IST,sugar,13,18,198
cust129967,2018.05.20 AD at 18:20:49 IST,tea leafs,8,18,216
cust129967,2018.05.20 AD at 18:20:49 IST,coffee,15,18,234
cust129967,2018.05.20 AD at 18:20:49 IST,lizzat papad,2,18,252
cust129967,2018.05.20 AD at 18:20:49 IST,maida,17,18,270
cust129967,2018.05.20 AD at 18:20:49 IST,rawa,17,18,288
cust129967,2018.05.20 AD at 18:20:49 IST,curd,25,18,306
cust129967,2018.05.20 AD at 18:20:49 IST,musturd oil,9,18,18
cust129967,2018.05.20 AD at 18:20:49 IST,ghee,19,18,36
cust129967,2018.05.20 AD at 18:20:49 IST,face cream,28,18,18
cust129967,2018.05.20 AD at 18:20:49 IST,face pack,3,18,36
cust129967,2018.05.20 AD at 18:20:49 IST,multani mitti,25,18,54
cust129967,2018.05.20 AD at 18:20:49 IST,soap,26,18,72
cust129967,2018.05.20 AD at 18:20:49 IST,Nest Bread,25,18,18
cust1211067,2018.05.20 AD at 18:20:49 IST,coca cola,2,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,pepsi,1,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,soda water,19,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,rasna,26,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,ice,13,20,100
cust1211067,2018.05.20 AD at 18:20:49 IST,beer,30,20,120
cust1211067,2018.05.20 AD at 18:20:49 IST,Amul Butter,9,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,Amul Cheese slices,2,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,wheat atta,2,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,baadam,25,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,kaju,20,20,100
cust1211067,2018.05.20 AD at 18:20:49 IST,toor daal,24,20,120
cust1211067,2018.05.20 AD at 18:20:49 IST,malka daal,14,20,140
cust1211067,2018.05.20 AD at 18:20:49 IST,urad daal,1,20,160
cust1211067,2018.05.20 AD at 18:20:49 IST,rice,2,20,180
cust1211067,2018.05.20 AD at 18:20:49 IST,paneer,25,20,200
cust1211067,2018.05.20 AD at 18:20:49 IST,sugar,30,20,220
cust1211067,2018.05.20 AD at 18:20:49 IST,tea leafs,6,20,240
cust1211067,2018.05.20 AD at 18:20:49 IST,coffee,6,20,260
cust1211067,2018.05.20 AD at 18:20:49 IST,lizzat papad,23,20,280
cust1211067,2018.05.20 AD at 18:20:49 IST,maida,24,20,300
cust1211067,2018.05.20 AD at 18:20:49 IST,rawa,8,20,320
cust1211067,2018.05.20 AD at 18:20:49 IST,curd,23,20,340
cust1211067,2018.05.20 AD at 18:20:49 IST,musturd oil,28,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,ghee,11,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,red chilli,13,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,salt,12,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,jeera,8,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,garam masala,17,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,jeera powder,20,20,100
cust1211067,2018.05.20 AD at 18:20:49 IST,coriander powder,26,20,120
cust1211067,2018.05.20 AD at 18:20:49 IST,glass,19,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,cup,8,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,plate,11,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,spoons,25,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,face cream,22,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,face pack,25,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,multani mitti,20,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,soap,9,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,green chilli,28,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,potato raw,17,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,onion raw,16,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,cauli flower,6,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,coca cola,19,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,pepsi,26,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,soda water,14,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,rasna,15,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,ice,7,20,100
cust1211067,2018.05.20 AD at 18:20:49 IST,beer,9,20,120
cust1211067,2018.05.20 AD at 18:20:49 IST,Amul Butter,15,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,Amul Cheese slices,27,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,wheat atta,18,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,baadam,22,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,kaju,6,20,100
cust1211067,2018.05.20 AD at 18:20:49 IST,toor daal,30,20,120
cust1211067,2018.05.20 AD at 18:20:49 IST,malka daal,7,20,140
cust1211067,2018.05.20 AD at 18:20:49 IST,urad daal,11,20,160
cust1211067,2018.05.20 AD at 18:20:49 IST,rice,1,20,180
cust1211067,2018.05.20 AD at 18:20:49 IST,paneer,26,20,200
cust1211067,2018.05.20 AD at 18:20:49 IST,sugar,7,20,220
cust1211067,2018.05.20 AD at 18:20:49 IST,tea leafs,10,20,240
cust1211067,2018.05.20 AD at 18:20:49 IST,coffee,27,20,260
cust1211067,2018.05.20 AD at 18:20:49 IST,lizzat papad,22,20,280
cust1211067,2018.05.20 AD at 18:20:49 IST,maida,20,20,300
cust1211067,2018.05.20 AD at 18:20:49 IST,rawa,6,20,320
cust1211067,2018.05.20 AD at 18:20:49 IST,curd,25,20,340
cust1211067,2018.05.20 AD at 18:20:49 IST,musturd oil,1,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,ghee,6,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,red chilli,3,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,salt,15,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,jeera,1,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,garam masala,17,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,jeera powder,19,20,100
cust1211067,2018.05.20 AD at 18:20:49 IST,coriander powder,16,20,120
cust1211067,2018.05.20 AD at 18:20:49 IST,glass,30,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,cup,5,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,plate,27,20,60
cust1211067,2018.05.20 AD at 18:20:49 IST,spoons,16,20,80
cust1211067,2018.05.20 AD at 18:20:49 IST,face cream,21,20,20
cust1211067,2018.05.20 AD at 18:20:49 IST,face pack,27,20,40
cust1211067,2018.05.20 AD at 18:20:49 IST,multani mitti,1,20,60
